Ex_Date,Record_Date,Symbol,Company_Name,Series,Action_Type,Ratio_or_Amount,Purpose,Face_Value,ISIN,BC_Start_Date,BC_End_Date
2013-08-22,,MBLINFRA,MBL Infrastructure Limited,EQ,DIVIDEND,3.00,Annual General Meeting And Dividend Rs.3/- Per Share,10,INE912H01013,2013-08-24,2013-08-31
2013-08-22,,OMAXE,Omaxe Limited,EQ,DIVIDEND,0.70,Annual General Meeting / Dividend - Re 0.70 Per Share,10,INE800H01010,2013-08-24,2013-08-26
2013-08-22,,RAMANEWS,Shree Rama Newsprint Limited,EQ,MEETING,,Annual General Meeting,10,INE278B01020,2013-08-24,2013-08-31
2013-08-22,,SARDAEN,Sarda Energy & Minerals Limited,EQ,DIVIDEND,3.00,Annual General Meeting / Dividend - Rs 3/- Per Share,1,INE385C01013,2013-08-26,2013-08-31
2013-08-22,,SIMPLEXINF,Simplex Infrastructures Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re. 1 Per Share,2,INE059B01024,2013-08-24,2013-08-30
2013-08-22,,SITINET,Siti Networks Limited,EQ,MEETING,,Annual General Meeting,1,INE965H01011,2013-08-26,2013-08-30
2013-08-22,,SUPREMETEX,Supreme Tex Mart Limited,EQ,MEETING,,Annual General Meeting,5,INE651G01027,2013-08-26,2013-08-30
2013-08-22,,WOCKPHARMA,Wockhardt Limited,EQ,DIVIDEND,5.00,Annual General Meeting / Dividend Rs.5 Per Share,5,INE049B01025,2013-08-24,2013-09-02
2013-08-21,,AHLWEST,Asian Hotels (West) Limited,EQ,DIVIDEND,2.00,Annual General Meeting / Dividend - Rs. 2 Per Share,10,INE915K01010,2013-08-23,2013-08-30
2013-08-21,,EASTSILK,Eastern Silk Industries Limited,EQ,MEETING,,Annual General Meeting,2,INE962C01027,2013-08-23,2013-09-05
2013-08-21,,GKB,GKB Ophthalmics Limited,EQ,MEETING,,Annual General Meeting,10,INE265D01015,2013-08-23,2013-08-31
2013-08-21,,INDNIPPON,India Nippon Electricals Limited,EQ,MEETING,,Annual General Meeting,5,INE092B01017,2013-08-23,2013-08-26
2013-08-21,,KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,1,INE790B01024,2013-08-23,2013-08-30
2013-08-21,,KPRMILL,K.P.R. Mill Limited,EQ,DIVIDEND,3.00,Annual General Meeting/Dividend Rs 3/- Per Share,1,INE930H01015,2013-08-23,2013-08-31
2013-08-21,,MOTHERSON,Samvardhana Motherson International Limited,EQ,DIVIDEND,2.00,Annual General Meeting And Dividend Rs.2/- Per Share,1,INE775A01035,2013-08-23,2013-08-27
2013-08-21,,NDL,Nandan Denim Limited,EQ,DIVIDEND,1.20,Annual Book Closure And Dividend Rs.1.20 Per Share,1,INE875G01030,2013-08-23,2013-08-29
2013-08-21,,PIONDIST,Pioneer Distilleries Limited,EQ,MEETING,,Annual General Meeting,10,INE889E01010,2013-08-23,2013-08-27
2013-08-21,,SHREYANIND,Shreyans Industries Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re. 1/- Per Share,10,INE231C01019,2013-08-23,2013-08-30
2013-08-21,,THEMISMED,Themis Medicare Limited,EQ,MEETING,,Annual General Meeting,1,INE083B01016,2013-08-23,2013-08-30
2013-08-21,,TVSHLTD,TVS Holdings Limited,EQ,MEETING,,Annual General Meeting,5,INE105A01035,2013-08-23,2013-08-27
2013-08-21,,VTXIND,VTX Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE119G01025,2013-08-23,2013-08-30
2013-08-21,,WELINV,Welspun Investments and Commercials Limited,EQ,MEETING,,Annual General Meeting,10,INE389K01018,2013-08-23,2013-08-30
2013-08-21,,ZICOM,Zicom Electronic Security Systems Limited,EQ,DIVIDEND,1.20,Annual General Meeting And Dividend Rs.1.20 Per Share,10,INE871B01014,2013-08-23,2013-08-30
2013-08-20,,FDC,FDC Limited,EQ,DIVIDEND,2.25,Annual General Meeting / Dividend - Rs 2.25/- Per Share,1,INE258B01022,2013-08-22,2013-08-31
2013-08-20,,GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,DIVIDEND,10.00,Annual General Meeting / Dividend - Rs 10/- Per Share,10,INE826C01016,2013-08-22,2013-08-29
2013-08-20,,HTMEDIA,HT Media Limited,EQ,DIVIDEND,0.40,Annual General Meeting And Dividend Re.0.40 Per Share,2,INE501G01024,2013-08-22,2013-08-27
2013-08-20,,IGL,Indraprastha Gas Limited,EQ,DIVIDEND,5.50,Annual General Meeting/Dividend Rs 5.50/- Per Share,2,INE203G01019,2013-08-22,2013-09-02
2013-08-20,,LUMAXAUTO,Lumax Automotive Systems Limited,EQ,MEETING,,Annual General Meeting,10,INE547G01019,2013-08-22,2013-09-04
2013-08-20,,NATNLSTEEL,National Steel And Agro Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE088B01015,2013-08-22,2013-08-24
2013-08-20,,RGL,Renaissance Global Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,2,INE722H01016,2013-08-22,2013-08-30
2013-08-20,,TIPSMUSIC,Tips Music Limited,EQ,DIVIDEND,2.10,Annual General Meeting / Final Dividend Re 2.10/- Per Share,1,INE716B01029,2013-08-22,2013-08-29
2013-08-19,,ASHIANA,Ashiana Housing Limited,EQ,DIVIDEND,2.25,Annual General Meeting / Dividend - Rs 2.25/- Per Share,2,INE365D01013,2013-08-21,2013-08-27
2013-08-19,,BBOX,Black Box Limited,EQ,MEETING,,Annual General Meeting,2,INE676A01019,2013-08-21,2013-08-27
2013-08-19,2013-08-20,CCL,CCL Products (India) Limited,EQ,BONUS,1:1,Bonus 1:1 And Face Value Split From Rs.10/- To Rs.2/-,2,INE421D01014,,
2013-08-19,2013-08-20,GODREJPROP,Godrej Properties Limited,EQ,RIGHTS,8:29,Rights 8:29 @ Premium Rs.315/- Per Equity Share,5,INE484J01019,,
2013-08-19,,INFINITE,Infinite Computer Solutions (India) Limited,EQ,DIVIDEND,3.00,Annual General Meeting And Dividend Rs.3/- Per Share,10,INE486J01014,2013-08-21,2013-08-30
2013-08-19,,PIIND,PI Industries Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Final Dividend Re.1/- Per Share And Interim Dividend Re.0.50 Per Share (Purpose Revised),1,INE603J01014,2013-08-21,2013-08-29
2013-08-19,,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,DIVIDEND,1.50,Annual General Meeting And Dividend Rs.1.50 Per Share,10,INE027A01015,2013-08-21,2013-08-30
2013-08-19,,RENUKA,Shree Renuka Sugars Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend Rs 0.50 Per Share,1,INE087H01022,2013-08-21,2013-08-28
2013-08-16,,3PLAND,3P Land Holdings Limited,EQ,MEETING,,Annual General Meeting,2,INE105C01023,2013-08-20,2013-08-26
2013-08-16,,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,DIVIDEND,1.90,Dividend Rs 1.90 Per Share,10,INE085A01013,2013-08-20,2013-08-22
2013-08-16,,IFGLREFRAC,IFGL Refractories Limited,EQ,DIVIDEND,1.50,Annual General Meeting And Dividend Rs 1.50/- Per Equity Share,10,INE023B01012,2013-08-20,2013-08-23
2013-08-16,,KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,5,INE900B01011,2013-08-20,2013-08-27
2013-08-16,2013-08-19,MANAKSIA,Manaksia Limited,EQ,DIVIDEND,2.00,Interim Dividend  Rs 2 Per Share (Purpose Revised),2,INE015D01022,,
2013-08-16,,PLASTIBLEN,Plastiblends India Limited,EQ,DIVIDEND,3.50,Annual General Meeting/Dividend Rs 3.50/- Per Share,5,INE083C01014,2013-08-20,2013-08-27
2013-08-16,,SRIPIPES,Srikalahasthi Pipes Limited,EQ,MEETING,,Annual General Meeting,10,INE943C01027,2013-08-20,2013-08-26
2013-08-16,,UTTAMVALUE,Uttam Value Steels Limited,EQ,MEETING,,Annual General Meeting,10,INE292A01015,2013-08-20,2013-08-26
2013-08-14,,ABFRL,Aditya Birla Fashion and Retail Limited,EQ,MEETING,,Annual General Meeting,10,INE647O01011,2013-08-19,2013-08-23
2013-08-14,,ACE,Action Construction Equipment Limited,EQ,DIVIDEND,0.20,Annual General Meeting / Dividend - Re.0.20/- Per Equity Share,2,INE731H01025,2013-08-19,2013-08-23
2013-08-14,,ANDHRSUGAR,The Andhra Sugars Limited,EQ,DIVIDEND,6.00,Annual General Meeting And Dividend Rs.6/- Per Share,2,INE715B01013,2013-08-17,2013-08-26
2013-08-14,2013-08-17,APCOTEXIND,Apcotex Industries Limited,EQ,SPLIT,10:5,Face Value Split From Rs.10/- To Rs.5/-,2,INE116A01016,,
2013-08-14,,BANSWRAS,Banswara Syntex Limited,EQ,DIVIDEND,1.50,Annual General Meeting/Dividend Rs 1.50/- Per Share,5,INE629D01012,2013-08-17,2013-08-24
2013-08-14,,CAPF,Capital First Limited,EQ,DIVIDEND,1.80,Annual General Meeting And Dividend Rs.1.80 Per Share,10,INE688I01017,2013-08-17,2013-08-22
2013-08-14,,CIMMCO,Cimmco Limited,EQ,MEETING,,Annual General Meeting,10,INE184C01028,2013-08-17,2013-08-26
2013-08-14,,DALMIABHA,Dalmia Bharat Limited,EQ,DIVIDEND,2.00,Annual General Meeting And Final Dividend Rs.2/- Per Share,2,INE439L01019,2013-08-17,2013-08-24
2013-08-14,,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,DIVIDEND,0.25,Annual General Meeting/Dividend Re 0.25/- Per Share,2,INE495A01022,2013-08-17,2013-08-24
2013-08-14,,DISHTV,Dish TV India Limited,EQ,MEETING,,Annual General Meeting,1,INE836F01026,2013-08-19,2013-08-21
2013-08-14,,EUROCERA,Euro Ceramics Limited,EQ,MEETING,,Annual General Meeting,10,INE649H01011,2013-08-19,2013-08-22
2013-08-14,,FILATEX,Filatex India Limited,EQ,MEETING,,Annual General Meeting,1,INE816B01019,2013-08-19,2013-08-26
2013-08-14,,GANESHHOU,GANESH HOUSING LIMITED,EQ,DIVIDEND,1.40,Annual General Meeting/Dividend Rs 1.40/- Per Share,10,INE460C01014,2013-08-17,2013-08-31
2013-08-14,,GFLLIMITED,GFL Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend Rs 2/- Per Share,1,INE538A01037,2013-08-19,2013-08-23
2013-08-14,,HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,DIVIDEND,8.50,Annual General Meeting And Dividend Rs.8.50 Per Share,10,INE094A01015,2013-08-19,2013-09-05
2013-08-14,,INSECTICID,Insecticides (India) Limited,EQ,DIVIDEND,3.00,Annual General Meeting / Final Dividend - Rs 3/- Per Share,10,INE070I01018,2013-08-19,2013-08-27
2013-08-14,,JUBLPHARMA,Jubilant Pharmova Limited,EQ,DIVIDEND,3.00,Annual General Meeting And Dividend Rs.3/- Per Share,1,INE700A01033,2013-08-17,2013-08-27
2013-08-14,,LUMAXTECH,Lumax Auto Technologies Limited,EQ,DIVIDEND,6.00,Annual General Meeting / Dividend - Rs.6/- Per Equity Share,2,INE872H01019,2013-08-17,2013-08-23
2013-08-14,,MOIL,MOIL Limited,EQ,DIVIDEND,3.50,Annual General Meeting/Dividend Rs 3.50/- Per Share,10,INE490G01020,2013-08-17,2013-08-22
2013-08-14,,ORIENTLTD,Orient Press Limited,EQ,DIVIDEND,0.50,Annual General Meeting / Dividend - Re 0.50/- Per Share,10,INE609C01024,2013-08-19,2013-08-24
2013-08-14,,PILANIINV,Pilani Investment and Industries Corporation Limited,EQ,DIVIDEND,25.00,Annual General Meeting And Dividend Rs.25/- Per Share,10,INE417C01014,2013-08-17,2013-08-23
2013-08-14,,RCOM,Reliance Communications Limited,EQ,DIVIDEND,0.25,Annual General Meeting/Dividend Re 0.25/- Per Equity Share,5,INE330H01018,2013-08-17,2013-08-27
2013-08-14,,RELCAPITAL,Reliance Capital Limited,EQ,DIVIDEND,8.00,Annual General Meeting/Dividend Rs 8/- Per Share,10,INE013A01015,2013-08-17,2013-08-27
2013-08-14,,RELINFRA,Reliance Infrastructure Limited,EQ,DIVIDEND,7.40,Annual General Meeting/Dividend Rs 7.4/- Per Share,10,INE036A01016,2013-08-17,2013-08-27
2013-08-14,,RPOWER,Reliance Power Limited,EQ,MEETING,,Annual General Meeting,10,INE614G01033,2013-08-17,2013-08-27
2013-08-14,,SOMANYCERA,Somany Ceramics Limited,EQ,DIVIDEND,1.20,Annual General Meeting And Dividend Rs.1.20 Per Share,2,INE355A01010,2013-08-17,2013-09-02
2013-08-14,,SOTL,Savita Oil Technologies Limited,EQ,DIVIDEND,17.50,Annual General Meeting And Dividend Rs.17.50 Per Share,2,INE035D01012,2013-08-19,2013-08-24
2013-08-14,,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,MEETING,,Annual General Meeting,10,INE147A01011,2013-08-19,2013-09-02
2013-08-14,2013-08-16,STAN,Standard Chartered PLC,DR,DIVIDEND,,Interim Dividend,,INE028L21018,,
2013-08-14,,SUBCAPCITY,International Constructions Limited,EQ,MEETING,,Annual General Meeting,10,INE845C01016,2013-08-17,2013-08-23
2013-08-14,,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,DIVIDEND,2.25,Annual General Meeting And Dividend Rs.2.25 Per Share,10,INE760L01018,2013-08-17,2013-08-30
2013-08-14,,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,DIVIDEND,4.00,Annual General Meeting / Dividend - Rs 4/- Per Share,2,INE615H01020,2013-08-17,2013-08-26
2013-08-14,,TVSELECT,TVS Electronics Limited,EQ,MEETING,,Annual General Meeting,10,INE236G01019,2013-08-19,2013-08-23
2013-08-14,,VARDHACRLC,Vardhman Acrylics Limited,EQ,MEETING,,Annual General Meeting,10,INE116G01013,2013-08-19,2013-08-31
2013-08-14,,VASWANI,Vaswani Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE590L01019,2013-08-19,2013-08-26
2013-08-14,,VHL,Vardhman Holdings Limited,EQ,DIVIDEND,3.00,Annual General Meeting / Dividend Rs 3 Per Share,10,INE701A01023,2013-08-19,2013-08-31
2013-08-14,,VSSL,Vardhman Special Steels Limited,EQ,OTHER,,Annual Book Closure,10,INE050M01012,2013-08-19,2013-08-31
2013-08-14,,VTL,Vardhman Textiles Limited,EQ,DIVIDEND,6.00,Annual General Meeting / Dividend Rs 6 Per Share,2,INE825A01012,2013-08-19,2013-08-31
2013-08-13,,ECLERX,eClerx Services Limited,EQ,DIVIDEND,25.00,Annual General Meeting/Dividend Rs 25/- Per Share,10,INE738I01010,2013-08-16,2013-08-22
2013-08-13,,ELECTCAST,Electrosteel Castings Limited,EQ,DIVIDEND,0.50,Annual General Meeting / Dividend - Re 0.50/- Per Share,1,INE086A01029,2013-08-16,2013-08-22
2013-08-13,,GUJRATGAS,Gujarat Gas Company Limited,EQ,MEETING,,Annual General Meeting,2,INE374A01029,2013-08-16,2013-08-22
2013-08-13,,HBSTOCK,HB Stockholdings Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,10,INE550B01014,2013-08-16,2013-08-23
2013-08-13,,HIKAL,Hikal Limited,EQ,DIVIDEND,2.50,Annual General Meeting And Dividend Rs.2.50 Per Share,2,INE475B01014,2013-08-16,2013-08-22
2013-08-13,,INOXLEISUR,INOX Leisure Limited,EQ,MEETING,,Annual General Meeting,10,INE312H01016,2013-08-16,2013-08-23
2013-08-13,,JUBLINDS,Jubilant Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE645L01011,2013-08-16,2013-08-27
2013-08-13,,KKCL,Kewal Kiran Clothing Limited,EQ,DIVIDEND,1.00,Annual General Meeting / Final Dividend - Re 1/- Per Share,10,INE401H01017,2013-08-15,2013-08-22
2013-08-13,,LT,Larsen & Toubro Limited,EQ,DIVIDEND,12.33,Annual General Meeting / Dividend - Rs 12.33/- Per Share,2,INE018A01030,2013-08-16,2013-08-22
2013-08-13,,MARUTI,Maruti Suzuki India Limited,EQ,DIVIDEND,8.00,Annual General Meeting / Final Dividend Rs.8/- Per Equity Share,5,INE585B01010,2013-08-16,2013-08-27
2013-08-12,,BAYERCROP,Bayer Cropscience Limited,EQ,DIVIDEND,5.00,Annual General Meeting / Dividend - Rs 5/- Per Share,10,INE462A01022,2013-08-14,2013-08-29
2013-08-12,,CEATLTD,CEAT Limited,EQ,DIVIDEND,4.00,Annual General Meeting And Dividend Rs.4/- Per Share (Bc Dates Revised),10,INE482A01020,2013-08-14,2013-08-22
2013-08-12,,DIGJAM,Digjam Limited,EQ,MEETING,,Annual General Meeting,10,INE471A01023,2013-08-14,2013-08-23
2013-08-12,,ENGINERSIN,Engineers India Limited,EQ,DIVIDEND,3.00,Annual General Meeting And Dividend Rs.3/- Per Share,5,INE510A01010,2013-08-14,2013-08-23
2013-08-12,2013-08-13,IRB,IRB Infrastructure Developers Limited,EQ,DIVIDEND,2.00,1st Interim Dividend Rs.2/- Per Share (Purpose Revised),1,INE821I01014,,
2013-08-12,,PHOENIXLTD,The Phoenix Mills Limited,EQ,DIVIDEND,2.20,Annual General Meeting / Dividend - Rs 2.20/- Per Share,2,INE211B01039,2013-08-14,2013-08-21
2013-08-12,,TATACHEM,Tata Chemicals Limited,EQ,DIVIDEND,10.00,Annual General Meeting / Dividend - Rs.10/- Per Equity Share,10,INE092A01019,2013-08-14,2013-08-26
2013-08-08,,AMJLAND,Amj Land Holdings Limited,EQ,DIVIDEND,0.30,Annual General Meeting / Dividend - Re.0.30/- Per Equity Share,2,INE606A01024,2013-08-13,2013-08-24
2013-08-08,,CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,MEETING,,Annual General Meeting,10,INE178A01016,2013-08-13,2013-08-21
2013-08-08,,ELECON,Elecon Engineering Company Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,1,INE205B01023,2013-08-13,2013-08-16
2013-08-08,2013-08-12,GODREJCP,Godrej Consumer Products Limited,EQ,DIVIDEND,1.00,Interim Dividend - Re 1/- Per Share (Purpose Revised),1,INE102D01028,,
2013-08-08,,GRANULES,Granules India Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend Rs 2 Per Share,1,INE101D01012,2013-08-13,2013-08-19
2013-08-08,,HMVL,Hindustan Media Ventures Limited,EQ,DIVIDEND,1.20,Annual General Meeting/Dividend Rs 1.20 Per Share,10,INE871K01015,2013-08-13,2013-08-19
2013-08-08,,JKIL,J.Kumar Infraprojects Limited,EQ,DIVIDEND,3.50,Annual General Meeting / Dividend - Rs 3.50/- Per Share,5,INE576I01014,2013-08-13,2013-08-26
2013-08-08,,SEMAC,Semac Construction Limited,EQ,MEETING,,Annual General Meeting,10,INE617A01013,2013-08-13,2013-08-26
2013-08-08,,SUNDRMFAST,Sundram Fasteners Limited,EQ,MEETING,,Annual General Meeting,1,INE387A01021,2013-08-13,2013-08-23
2013-08-08,,UTTAMSTL,Uttam Galva Steels Limited,EQ,MEETING,,Annual General Meeting,10,INE699A01011,2013-08-13,2013-08-17
2013-08-08,,VEEDOL,Veedol Corporation Limited,EQ,DIVIDEND,150.00,Annual General Meeting/ Dividend Rs 150/- Per Share,2,INE484C01030,2013-08-13,2013-08-19
2013-08-07,2013-08-08,63MOONS,63 moons technologies limited,EQ,DIVIDEND,2.00,First Interim Dividend Rs.2/- Per Share (Purpose Revised),2,INE111B01023,,
2013-08-07,,APLAPOLLO,APL Apollo Tubes Limited,EQ,DIVIDEND,5.00,Annual General Meeting / Dividend - Rs 5/- Per Share,2,INE702C01019,2013-08-10,2013-08-30
2013-08-07,,ASIANTILES,Asian Granito India Limited,EQ,MEETING,,Annual General Meeting,10,INE022I01019,2013-08-12,2013-08-19
2013-08-07,,ASTRAZEN,AstraZeneca Pharma India Limited,EQ,MEETING,,Annual General Meeting,2,INE203A01020,2013-08-11,2013-08-20
2013-08-07,2013-08-08,CRISIL,Crisil Limited,EQ,DIVIDEND,3.00,Interim Dividend Rs.3/- Per Equity Share,1,INE007A01017,,
2013-08-07,,HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,MEETING,,Annual General Meeting,10,INE345A01011,2013-08-09,2013-08-12
2013-08-07,,KEC,KEC International Limited,EQ,DIVIDEND,0.50,Annual General Meeting And Dividend Re.0.50 Per Share,2,INE389H01014,2013-08-10,2013-08-21
2013-08-07,,MADHAV,Madhav Marbles and Granites Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,10,INE925C01016,2013-08-12,2013-08-17
2013-08-07,,MAGNUM,Magnum Ventures Limited,EQ,MEETING,,Annual General Meeting,10,INE387I01016,2013-08-09,2013-08-13
2013-08-07,,PFS,PTC India Financial Services Limited,EQ,DIVIDEND,0.40,Annual General Meeting / Dividend - Re 0.40/- Per Share,10,INE560K01014,2013-08-12,2013-08-19
2013-08-07,,PRAKASHSTL,Prakash Steelage Limited,EQ,DIVIDEND,1.00,Annual General Meeting / Dividend - Re 1/- Per Share,1,INE696K01016,2013-08-09,2013-08-14
2013-08-07,,PTC,PTC India Limited,EQ,DIVIDEND,1.60,Annual General Meeting / Dividend - Rs 1.60/- Per Equity Share,10,INE877F01012,2013-08-12,2013-08-19
2013-08-07,,RAMKY,Ramky Infrastructure Limited,EQ,MEETING,,Annual General Meeting,10,INE874I01013,2013-08-10,2013-08-14
2013-08-07,2013-08-08,SUNTV,Sun TV Network Limited,EQ,DIVIDEND,2.25,Interim Dividend Rs.2.25 Per Share (Purpose Revised),5,INE424H01027,,
2013-08-07,2013-08-08,TTML,Tata Teleservices (Maharashtra) Limited,EQ,BONUS,2:15,Bonus 2:15,10,INE517B01013,,
2013-08-07,,VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,DIVIDEND,9.00,Annual General Meeting / Final Dividend - Rs 9/- Per Share,10,INE764D01017,2013-08-10,2013-08-14
2013-08-06,,ARE&M,Amara Raja Energy & Mobility Limited,EQ,DIVIDEND,2.52,Annual General Meeting And Dividend Rs.2.52 Per Share,1,INE885A01032,2013-08-08,2013-08-14
2013-08-06,2013-08-07,CASTROL,Castrol India Limited,EQ,DIVIDEND,3.50,Interim Dividend Rs.3.50 Per Share (Purpose Revised),10,INE172A01019,,
2013-08-06,,CIPLA,Cipla Limited,EQ,DIVIDEND,2.00,Annual General Meeting/Dividend Rs 2/- Per Equity Share,2,INE059A01026,2013-08-08,2013-08-22
2013-08-06,,DALMIAREF,Dalmia Refractories Limited,EQ,DIVIDEND,1.50,40th Annual General Meeting / Dividend Of Rs.1.50/- Per Equity Share,10,INE200F01017,2013-08-08,2013-08-13
2013-08-06,,DECCANCE,Deccan Cements Limited,EQ,DIVIDEND,2.00,Annual General Meeting / Dividend - Rs 2/- Per Share,5,INE583C01013,2013-08-08,2013-08-14
2013-08-06,,DHANUKA,Dhanuka Agritech Limited,EQ,DIVIDEND,1.30,Annual General Meeting And Dividend Rs.1.30 Per Share (Bc End Date Revised),2,INE435G01025,2013-08-08,2013-08-12
2013-08-06,,EMAMIREAL,Emami Realty Limited,EQ,MEETING,,Annual General Meeting,2,INE778K01012,2013-08-08,2013-08-12
2013-08-06,,GREENPOWER,Orient Green Power Company Limited,EQ,MEETING,,Annual General Meeting,10,INE999K01014,2013-08-08,2013-08-12
2013-08-06,,MARICO,Marico Limited,EQ,MEETING,,Annual General Meeting,1,INE196A01026,2013-08-08,2013-08-12
2013-08-06,2013-08-07,MRF,MRF Limited,EQ,DIVIDEND,3.00,Interim Dividend - Rs 3/- Per Share,10,INE883A01011,,
2013-08-06,,NAVA,NAVA LIMITED,EQ,DIVIDEND,5.00,Annual General Meeting / Dividend - Rs 5/- Per Share,1,INE725A01022,2013-08-08,2013-08-16
2013-08-06,,NITINFIRE,Nitin Fire Protection Industries Limited,EQ,DIVIDEND,0.20,Annual General Meeting/Dividend Re 0.20/- Per Share,2,INE489H01012,2013-08-08,2013-08-13
2013-08-06,,OFSS,Oracle Financial Services Software Limited,EQ,MEETING,,Annual General Meeting,5,INE881D01027,2013-08-08,2013-08-14
2013-08-06,2013-08-07,PRICOL,Pricol Limited,EQ,DIVIDEND,0.40,Interim Dividend Re.0.40 Per Share,1,INE605A01026,,
2013-08-06,,RPPINFRA,R.P.P. Infra Projects Limited,EQ,DIVIDEND,0.50,Annual General Meeting / Dividend - Re 0.50/- Per Share,10,INE324L01013,2013-08-08,2013-08-16
2013-08-06,,SRSLTD,SRS Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,10,INE219H01039,2013-08-08,2013-08-14
2013-08-06,,TVTODAY,TV Today Network Limited,EQ,DIVIDEND,0.75,Annual General Meeting/Dividend Re 0.75/- Per Share,5,INE038F01029,2013-08-08,2013-08-22
2013-08-06,,VAIBHAVGBL,Vaibhav Global Limited,EQ,MEETING,,Annual General Meeting,2,INE884A01019,2013-08-08,2013-08-14
2013-08-06,,VIPCLOTHNG,VIP Clothing Limited,EQ,DIVIDEND,0.25,Annual General Meeting/Dividend Re 0.25/- Per Share,2,INE450G01024,2013-08-08,2013-08-14
2013-08-06,,ZANDUREALT,Zandu Realty Limited,EQ,MEETING,,Annual General Meeting,100,INE719A01017,2013-08-08,2013-08-12
2013-08-05,,ALLDIGI,Alldigi Tech Limited,EQ,MEETING,,Annual General Meeting,10,INE835G01018,2013-08-07,2013-08-12
2013-08-05,,APLAB,Aplab Limited,EQ,MEETING,,Annual General Meeting,10,INE273A01015,2013-08-07,2013-08-14
2013-08-05,2013-08-06,DHANI,Dhani Services Limited,EQ,DIVIDEND,1.00,Interim Dividend Re 1/- Per Share,2,INE274G01010,,
2013-08-05,2013-08-06,EMBDL,Embassy Developments Limited,EQ,DIVIDEND,1.00,Interim Dividend - Re 1 Per Equity Share,2,INE069I01010,,
